triplet	gv	count	expected	ratio
אול	37	28	63.6	0.440
היא	16	28	85.6	0.327
אוכ	27	28	25.4	1.100
שקל	430	28	5.6	4.964
סףו	146	28	0.2	137.155
מעש	410	28	9.1	3.091
ןהמ	95	27	6.2	4.364
תרא	601	27	31.5	0.856
מהל	75	27	31.2	0.864
עזר	277	27	1.6	16.765
הבר	207	27	29.8	0.906
ירי	220	27	64.7	0.417
חהו	19	27	22.0	1.227
כלכ	70	27	5.7	4.718
קול	136	27	11.0	2.445
נהל	85	27	21.3	1.266
ולק	136	27	11.0	2.445
נחה	63	27	7.1	3.797
משמ	380	27	11.7	2.317
בןש	352	27	3.9	6.930
ריח	218	27	14.7	1.834
מול	76	27	34.0	0.794
ליכ	60	27	21.0	1.288
ילך	60	27	8.2	3.311
יסע	140	27	2.9	9.452
לעד	104	27	6.1	4.429
קחו	114	27	3.7	7.330
הםב	47	27	17.4	1.549
רתם	640	27	12.4	2.182
מרב	242	27	15.4	1.757
נתי	460	27	20.0	1.350
בתם	442	27	11.2	2.419
רוב	208	27	32.5	0.832
יוכ	36	27	29.7	0.909
וםל	76	27	25.0	1.082
טים	59	27	2.2	12.485
תחא	409	27	12.5	2.164
סעו	136	27	2.8	9.772
ונס	116	27	2.4	11.125
ובע	78	26	20.1	1.294
יהב	17	26	51.8	0.502
וממ	86	26	22.8	1.139
יעי	90	26	40.0	0.650
בינ	62	26	18.2	1.425
גדו	13	26	1.6	16.001
למצ	160	26	3.3	7.951
יבל	42	26	39.8	0.653
ימת	450	26	29.3	0.887
לחמ	78	26	8.0	3.249
שמא	341	26	21.8	1.193
חלה	43	26	15.5	1.675
יאא	12	26	82.5	0.315
טהו	20	26	5.5	4.705
רץכ	310	26	0.6	44.942
יאר	211	26	55.4	0.469
ניע	130	26	12.5	2.077
םאי	51	26	32.4	0.803
ודי	20	26	24.3	1.072
םבנ	92	26	6.1	4.238
הבו	13	26	50.1	0.519
תעמ	510	26	10.4	2.492
רוש	506	26	30.9	0.841
בןא	53	26	6.8	3.848
עםו	116	26	13.0	1.997
יתל	440	26	43.7	0.595
רהה	210	26	51.1	0.509
אשם	341	26	16.0	1.624
חתא	409	26	12.5	2.084
תאח	409	26	12.5	2.084
עלו	106	26	26.4	0.984
בשמ	342	26	13.2	1.970
קבו	108	26	8.4	3.097
החל	43	26	15.5	1.675
לוב	38	26	38.5	0.675
רגל	233	26	3.0	8.795
עדו	80	26	8.6	3.009
לעם	140	26	9.2	2.829
יאנ	61	26	30.1	0.863
ףאת	481	26	1.4	18.033
בחה	15	26	11.8	2.204
קרש	600	26	4.8	5.469
ריל	240	25	44.1	0.566
איר	211	25	55.4	0.451
הגד	12	25	1.5	16.750
חיי	28	25	25.6	0.977
ושם	346	25	18.1	1.384
םלב	72	25	13.4	1.867
רוח	214	25	14.2	1.755
מרכ	260	25	8.1	3.090
בלת	432	25	22.7	1.104
אמה	46	25	39.2	0.638
תךו	426	25	6.6	3.802
באי	13	25	50.0	0.500
שאו	307	25	46.0	0.543
דשה	309	25	11.0	2.270
באח	11	25	11.4	2.197
אומ	47	25	42.7	0.586
הבכ	27	25	14.2	1.766
ודה	15	25	21.6	1.160
צאו	97	25	8.7	2.884
עני	130	25	12.5	1.997
לכה	55	25	18.6	1.343
רהי	215	25	57.5	0.435
קנה	155	25	4.6	5.378
רהכ	225	25	15.7	1.593
באל	33	25	34.1	0.733
ועמ	116	25	17.7	1.409
הבמ	47	25	23.7	1.053
יעמ	120	25	18.3	1.363
שרד	504	25	7.1	3.507
םהז	52	25	2.3	10.640
משח	348	25	5.8	4.316
עלמ	140	25	12.5	1.997
עלש	400	25	13.5	1.852
עמך	130	25	1.9	12.830
אהב	8	25	44.4	0.563
בים	52	25	19.6	1.274
שלמ	370	25	17.4	1.440
תור	606	25	35.6	0.702
סבי	72	25	4.2	6.006
כםמ	100	25	4.7	5.285
רבן	252	25	4.5	5.511
ההי	20	24	88.8	0.270
פשה	385	24	6.7	3.562
רדו	210	24	14.0	1.719
ויכ	36	24	29.7	0.808
רץה	295	24	1.9	12.751
רהש	505	24	28.4	0.845
הרה	210	24	51.1	0.470
באא	4	24	42.8	0.560
אמו	47	24	42.7	0.562
ותר	606	24	35.6	0.674
העי	85	24	35.6	0.675
כיע	100	24	10.9	2.196
מנה	95	24	14.3	1.677
לדת	434	24	9.7	2.464
רוע	276	24	22.3	1.077
שתח	708	24	7.2	3.336
מימ	90	24	23.6	1.017
ןאש	351	24	6.4	3.730
לבש	332	24	19.7	1.220
ימש	350	24	25.4	0.943
וגם	49	24	2.4	9.799
וונ	62	24	32.9	0.730
ירח	218	24	14.7	1.630
נען	170	24	1.7	14.180
לכת	450	24	11.9	2.013
תרו	606	24	35.6	0.674
פרה	285	24	7.8	3.059
הלב	37	24	35.4	0.678
עםא	111	24	11.5	2.081
תאר	601	24	31.5	0.761
חשב	310	24	6.6	3.659
ןעל	150	24	3.7	6.497
ןלא	81	24	8.9	2.700
בדו	12	24	12.6	1.906
תיד	414	24	14.3	1.682
בןו	58	24	7.6	3.146
התמ	445	24	26.0	0.922
ובן	58	24	7.6	3.146
נומ	96	24	15.6	1.541
וךה	31	24	10.3	2.337
הםמ	85	24	15.4	1.560
רעב	272	24	11.9	2.009
דוו	16	24	23.5	1.023
גדי	17	24	1.7	14.287
םבמ	82	24	9.0	2.671
לףו	116	24	2.0	12.291
ביב	14	24	30.3	0.793
רכי	230	23	17.7	1.302
םלי	80	23	25.8	0.891
םלה	75	23	22.9	1.003
רוו	212	23	60.5	0.380
יהה	20	23	88.8	0.259
ופר	286	23	8.5	2.693
אדו	11	23	20.8	1.106
לשמ	370	23	17.4	1.324
לךמ	90	23	3.7	6.157
ןיה	65	23	13.5	1.703
נחת	458	23	4.6	5.050
ועת	476	23	22.0	1.044
האב	8	23	44.4	0.518
לשת	730	23	21.6	1.066
אנו	57	23	29.1	0.789
םות	446	23	20.8	1.105
ריכ	230	23	17.7	1.302
לתב	432	23	22.7	1.015
ילי	50	23	76.7	0.300
ןהע	125	23	4.8	4.783
והה	16	23	85.8	0.268
ומע	116	23	17.7	1.297
ללב	62	23	27.2	0.846
ומי	56	23	49.8	0.462
דהא	10	23	19.1	1.204
תעו	476	23	22.0	1.044
רשי	510	23	32.0	0.720
רךו	226	23	6.6	3.460
שיו	316	23	53.7	0.428
יאם	51	23	32.4	0.710
חלי	48	23	17.5	1.317
לעמ	140	23	12.5	1.838
בהר	207	23	29.8	0.771
במד	46	23	6.0	3.858
יית	420	23	64.0	0.360
מקנ	190	23	2.4	9.597
מוו	52	23	48.2	0.477
עדב	76	23	4.6	4.963
לבב	34	23	20.7	1.113
ההז	17	23	6.2	3.705
ובת	408	23	32.1	0.716
צאת	491	23	5.1	4.511
ךכי	50	23	3.3	7.050
ולם	76	23	25.0	0.921
ןול	86	23	10.0	2.292
חנה	63	23	7.1	3.234
היש	315	23	49.3	0.466
למח	78	23	8.0	2.874
להק	135	23	10.1	2.267
ורת	606	22	35.6	0.618
שאל	331	22	32.5	0.677
הקט	114	22	0.9	25.879
רונ	256	22	19.6	1.125
ישו	316	22	53.7	0.409
דעו	80	22	8.6	2.546
דםו	50	22	8.2	2.696
עפר	350	22	3.1	6.998
גרש	503	22	2.1	10.282
חרב	210	22	7.6	2.880
יםס	110	22	2.7	8.154
תחו	414	22	14.1	1.562
יתע	480	22	22.8	0.966
מפנ	170	22	2.2	10.005
ישם	350	22	18.7	1.178
תלד	434	22	9.7	2.258
חוי	24	22	24.8	0.889
זהא	13	22	6.0	3.675
ונש	356	22	16.8	1.309
הבע	77	22	18.5	1.192
הרי	215	22	57.5	0.383
בוה	13	22	50.1	0.439
שיב	312	22	28.8	0.763
ןוב	58	22	7.6	2.884
עאל	101	22	23.4	0.940
םסו	106	22	2.6	8.429
ראח	209	22	12.6	1.744
ויפ	96	22	14.8	1.482
לשי	340	22	37.9	0.580
ארו	207	22	53.6	0.410
ברם	242	22	11.3	1.950
רעך	290	22	2.4	8.990
כבד	26	22	3.6	6.190
ברע	272	22	11.9	1.841
חני	68	22	8.0	2.749
דךו	30	22	2.6	8.532
ראב	203	22	28.7	0.765
ואד	11	22	20.8	1.058
ורח	214	22	14.2	1.545
הבק	107	22	7.7	2.853
שהמ	345	22	22.6	0.973
וצי	106	22	10.1	2.175
איד	15	22	21.5	1.024
ציא	101	22	9.0	2.455
ירה	215	22	57.5	0.383
יךה	35	22	10.6	2.073
נהה	60	22	27.8	0.793
גםא	44	22	2.2	10.140
ותמ	446	22	28.3	0.776
קחת	508	22	2.2	10.154
אית	411	22	54.8	0.401
דוע	80	22	8.6	2.546
ושע	376	22	19.1	1.150
לות	436	22	42.2	0.521
רנת	650	22	11.5	1.912
כור	226	22	17.1	1.288
עלר	300	22	15.7	1.400
עון	126	22	5.2	4.203
יפר	290	22	8.8	2.492
שמש	640	22	12.6	1.750
כםה	65	22	9.2	2.398
אמש	341	22	21.8	1.009
קטר	309	22	0.6	39.970
ובו	14	21	54.6	0.385
ושנ	356	21	16.8	1.250
משל	370	21	17.4	1.209
ינה	65	21	31.2	0.672
רםא	241	21	18.6	1.127
לבל	62	21	27.2	0.773
ההנ	60	21	27.8	0.757
להנ	85	21	21.3	0.985
העב	77	21	18.5	1.138
לינ	90	21	24.0	0.875
ליד	44	21	17.1	1.226
ןעש	420	21	2.7	7.854
תוש	706	21	30.6	0.687
םהה	50	21	29.8	0.704
ףוי	96	21	2.9	7.341
קלו	136	21	11.0	1.901
הלע	105	21	24.3	0.865
ליצ	130	21	7.1	2.942
רהמ	245	21	26.3	0.798
מיו	56	21	49.8	0.422
רןה	255	21	7.8	2.703
אוע	77	21	33.2	0.633
מען	160	21	2.5	8.471
רדן	254	21	2.0	10.764
םהו	51	21	32.5	0.646
הוצ	101	21	9.0	2.336
ןלך	100	21	1.1	19.047
רלו	236	21	42.7	0.492
ליע	110	21	27.3	0.769
תכס	480	21	1.2	16.846
דהמ	49	21	10.2	2.057
יגד	17	21	1.7	12.501
המע	115	21	16.3	1.289
לבד	36	21	8.9	2.364
לכו	56	21	20.3	1.036
ברמ	242	21	15.4	1.366
יאד	15	21	21.5	0.977
במש	342	21	13.2	1.591
ביך	32	21	6.2	3.388
בדה	11	21	11.6	1.816
תלא	431	21	37.4	0.561
כהנ	75	21	8.5	2.462
ריך	230	21	6.9	3.056
יטמ	59	21	2.9	7.129
סכי	90	21	2.2	9.585
יןה	65	20	13.5	1.481
אעש	371	20	16.9	1.180
קבה	107	20	7.7	2.594
ומל	76	20	34.0	0.588
ליר	240	20	44.1	0.453
יקד	114	20	3.7	5.358
התו	411	20	55.0	0.364
השד	309	20	11.0	1.816
לנפ	160	20	3.3	6.104
םממ	120	20	7.9	2.521
עבו	78	20	20.1	0.996
פיה	95	20	13.6	1.467
להת	435	20	38.8	0.516
נוכ	76	20	9.3	2.153
ומן	96	20	6.7	2.970
בחר	210	20	7.6	2.618
תבת	802	20	18.9	1.059
מיה	55	20	45.8	0.437
מעי	120	20	18.3	1.091
דעל	104	20	6.1	3.281
נהע	125	20	11.1	1.798
שון	356	20	7.3	2.753
תיע	480	20	22.8	0.878
נתנ	500	20	6.3	3.197
ירע	280	20	23.0	0.869
ילם	80	20	25.8	0.775
ןאח	59	20	3.0	6.746
למה	75	20	31.2	0.640
הבת	407	20	29.5	0.678
בתא	403	20	28.4	0.703
תיש	710	20	31.6	0.633
לךל	80	20	5.6	3.593
כםכ	80	20	2.8	7.093
רכת	620	20	10.0	1.990
םעש	410	20	6.7	3.007
ובש	308	20	27.9	0.718
מהר	245	20	26.3	0.760
ותכ	426	20	16.9	1.184
רהז	212	20	4.0	4.977
שבב	304	20	15.0	1.338
שול	336	20	36.7	0.545
ורי	216	20	62.6	0.320
תהד	409	20	12.7	1.577
ולש	336	20	36.7	0.545
תלב	432	20	22.7	0.883
ידך	34	20	2.7	7.503
שלו	336	20	36.7	0.545
מני	100	20	16.1	1.242
םהמ	85	20	15.4	1.300
קבר	302	20	5.0	4.006
אחז	16	20	1.5	13.040
דהל	39	20	15.2	1.315
ווע	82	20	37.5	0.534
מעב	112	20	9.5	2.102
לחל	68	20	11.9	1.677
בלב	34	20	20.7	0.968
ילו	46	20	74.2	0.269
בכו	28	20	15.4	1.298
תחל	438	20	9.9	2.012
עהא	76	20	30.5	0.656
ישנ	360	20	17.4	1.151
חזק	115	20	0.3	75.091
באמ	43	20	22.9	0.874
תבא	403	20	28.4	0.703
פטי	99	20	0.9	22.781
במי	52	20	26.7	0.749
אור	207	19	53.6	0.354
שרמ	540	19	14.6	1.298
יבק	112	19	8.7	2.189
ןות	456	19	8.4	2.271
רץל	320	19	1.4	13.140
חית	418	19	14.6	1.305
לחי	48	19	17.5	1.088
ובב	10	19	29.3	0.649
עיה	85	19	35.6	0.534
תמצ	530	19	2.7	6.971
ודב	12	19	12.6	1.509
קבא	103	19	7.4	2.555
תתה	805	19	32.3	0.588
בונ	58	19	17.6	1.077
לימ	80	19	35.2	0.541
דרת	604	19	8.2	2.314
החי	23	19	22.7	0.836
הבל	37	19	35.4	0.537
וומ	52	19	48.2	0.394
שםא	341	19	16.0	1.187
ישה	315	19	49.3	0.385
יקם	150	19	5.6	3.377
מוש	346	19	24.6	0.772
תשת	1100	19	18.0	1.057
לחא	39	19	15.0	1.269
הםה	50	19	29.8	0.637
להח	43	19	15.5	1.224
רבת	602	19	19.1	0.995
יבן	62	19	7.9	2.409
ילכ	60	19	21.0	0.907
ענן	170	19	1.7	11.226
מדי	54	19	11.5	1.653
חמר	248	19	6.7	2.817
רןא	251	19	7.5	2.536
במק	142	19	4.0	4.779
רחב	210	19	7.6	2.487
ארן	251	19	7.5	2.536
השי	315	19	49.3	0.385
םחמ	88	19	3.9	4.819
רלה	235	19	39.2	0.484
יחר	218	19	14.7	1.291
פים	130	19	5.2	3.681
היל	45	19	68.2	0.279
לוש	336	19	36.7	0.518
לבא	33	19	34.1	0.557
אמת	441	19	25.1	0.757
מךו	66	19	5.3	3.589
עזי	87	19	2.8	6.787
בבי	14	19	30.3	0.628
ירש	510	19	32.0	0.595
רחל	238	19	10.0	1.891
רעת	670	19	13.1	1.450
בות	408	19	32.1	0.592
נךו	76	19	3.6	5.257
לית	440	19	43.7	0.435
שאר	501	19	27.4	0.694
נשה	355	19	15.4	1.231
תאה	406	19	48.7	0.390
לתמ	470	19	20.0	0.950
יתמ	450	19	29.3	0.648
דוש	310	19	12.0	1.585
נוע	126	19	12.1	1.569
וסו	72	19	7.5	2.531
המח	53	19	10.4	1.824
רשו	506	19	30.9	0.615
רךא	221	18	5.9	3.057
תבי	412	18	33.2	0.542
תהפ	485	18	7.8	2.320
וות	412	18	59.9	0.301
דבן	56	18	1.8	10.230
שמנ	390	18	8.0	2.262
לשה	335	18	33.7	0.534
םאמ	81	18	14.8	1.213
הלח	43	18	15.5	1.160
ובח	16	18	12.8	1.401
עדי	84	18	8.9	2.015
הני	65	18	31.2	0.576
לאו	37	18	63.6	0.283
וןא	57	18	12.6	1.429
רםו	246	18	21.0	0.856
ובק	108	18	8.4	2.144
לכי	60	18	21.0	0.859
לוט	45	18	4.2	4.240
חשת	708	18	7.2	2.502
מרד	244	18	6.6	2.723
עהמ	115	18	16.3	1.105
אםא	42	18	27.8	0.648
לום	76	18	25.0	0.721
דאש	305	18	10.6	1.695
הממ	85	18	21.0	0.859
מעא	111	18	15.7	1.146
והפ	91	18	13.2	1.365
רנש	550	18	10.0	1.801
רתל	630	18	25.1	0.717
צור	296	18	5.8	3.093
גלי	43	18	5.1	3.503
לשל	360	18	25.9	0.696
יכב	32	18	15.9	1.130
שבר	502	18	16.6	1.086
שרפ	580	18	4.4	4.126
בבק	104	18	4.5	3.997
שאי	311	18	47.6	0.378
ההש	310	18	43.8	0.411
םלכ	90	18	7.0	2.554
רשמ	540	18	14.6	1.230
ערת	670	18	13.1	1.374
רבל	232	18	22.9	0.786
רשת	900	18	18.2	0.990
תדב	406	18	7.4	2.431
בנה	57	18	16.2	1.111
קהל	135	18	10.1	1.774
נוה	61	18	30.2	0.596
נפת	530	18	2.7	6.591
לבה	37	18	35.4	0.509
נדר	254	18	4.5	3.989
לתת	830	18	24.8	0.725
למנ	120	18	11.0	1.637
יתש	710	18	31.6	0.570
תלה	435	18	38.8	0.464
בוב	10	18	29.3	0.615
פרש	580	18	4.4	4.126
םמן	130	18	2.3	7.687
שהי	315	18	49.3	0.365
כתב	422	18	9.1	1.986
ציש	400	18	5.2	3.484
טרת	609	18	2.1	8.552
תוח	414	18	14.1	1.278
מבן	92	18	3.6	4.983
בלק	132	18	5.9	3.038
בשי	312	18	28.8	0.625
ווב	14	17	54.6	0.311
האו	12	17	82.8	0.205
ןהא	56	17	11.6	1.469
יקו	116	17	16.2	1.051
אימ	51	17	44.1	0.385
תןא	451	17	7.4	2.294
שתא	701	17	27.1	0.628
וחי	24	17	24.8	0.687
יםנ	100	17	11.8	1.438
בבא	5	17	25.9	0.656
שםה	345	17	16.6	1.024
תמו	446	17	28.3	0.600
רבש	502	17	16.6	1.026
ומכ	66	17	13.6	1.250
רמי	250	17	29.6	0.574
ימן	100	17	7.0	2.442
דהב	11	17	11.6	1.470
האם	46	17	28.8	0.591
אםל	71	17	22.1	0.769
הרג	208	17	3.8	4.418
ישת	710	17	31.6	0.538
ושש	606	17	26.5	0.640
םבש	342	17	9.7	1.754
מהה	50	17	40.7	0.418
תנח	458	17	4.6	3.733
רתע	670	17	13.1	1.298
םמע	150	17	6.2	2.757
ךוש	326	17	5.7	2.978
כיב	32	17	15.9	1.067
תבר	602	17	19.1	0.890
ינח	68	17	8.0	2.124
רני	260	17	20.2	0.841
הכנ	75	17	8.5	1.993
שנת	750	17	9.9	1.720
חצר	298	17	1.4	12.413
הםכ	65	17	9.2	1.853
עוא	77	17	33.2	0.512
רחו	214	17	14.2	1.194
יתר	610	17	36.8	0.462
לבו	38	17	38.5	0.441
בעב	74	17	10.8	1.578
אתז	408	17	3.8	4.435
נער	320	17	7.2	2.361
חמה	53	17	10.4	1.632
ייר	220	17	64.7	0.263
גלה	38	17	4.6	3.723
הגר	208	17	3.8	4.418
מזר	247	17	2.1	8.205
שרכ	520	17	8.7	1.948
תבש	702	17	16.4	1.037
ימל	80	17	35.2	0.484
הכא	26	17	23.4	0.727
ומו	52	17	48.2	0.353
בנת	452	17	10.4	1.638
ךעל	120	17	2.9	5.855
גמל	73	17	2.4	7.222
היד	19	17	22.3	0.763
והת	411	17	55.0	0.309
באב	5	17	25.9	0.656
וןב	58	17	7.6	2.229
תקח	508	17	2.2	7.846
חקו	114	17	3.7	4.615
ברך	222	17	3.6	4.768
צבע	162	17	1.9	8.800
מספ	180	17	0.5	33.881
רבק	302	17	5.0	3.405
מכר	260	17	8.1	2.101
רתב	602	17	19.1	0.890
תרי	610	17	36.8	0.462
אתד	405	17	12.2	1.390
עלב	102	17	14.2	1.199
בןע	122	17	2.8	6.055
תצא	491	17	5.1	3.335
הנת	455	17	17.8	0.956
לוכ	56	17	20.3	0.839
רתמ	640	17	16.9	1.009
בחי	20	17	13.3	1.280
ץאת	491	17	1.8	9.469
רהח	213	17	13.1	1.300
םאו	47	17	31.3	0.542
קים	150	17	5.6	3.022
לשפ	410	17	5.2	3.284
טבע	81	17	1.2	14.311
ןהכ	75	17	3.7	4.610
רןל	280	17	6.0	2.848
יךנ	80	17	3.7	4.550
גאל	34	17	4.4	3.861
תונ	456	17	19.4	0.879
חצי	108	17	2.4	7.141
וץל	126	17	2.4	6.992
לעז	107	17	1.9	8.896
מקר	340	17	4.4	3.856
צרע	360	17	2.1	7.937
לרש	530	17	21.8	0.780
בשה	307	16	25.6	0.625
תהג	408	16	3.8	4.204
ילב	42	16	39.8	0.402
לוע	106	16	26.4	0.605
כןי	80	16	4.2	3.855
יתב	412	16	33.2	0.482
מתה	445	16	26.0	0.615
כלל	80	16	14.3	1.119
מהמ	85	16	21.0	0.763
דמי	54	16	11.5	1.392
מחו	54	16	11.3	1.411
תלי	440	16	43.7	0.366
יהר	215	16	57.5	0.278
לקר	330	16	6.6	2.436
רשנ	550	16	10.0	1.601
הינ	65	16	31.2	0.512
חול	44	16	16.9	0.947
םיו	56	16	36.6	0.437
ווכ	32	16	28.7	0.557
שהש	605	16	24.4	0.656
העו	81	16	34.4	0.465
ושר	506	16	30.9	0.518
לדר	234	16	9.8	1.624
דתב	406	16	7.4	2.161
ללה	65	16	46.5	0.344
החמ	53	16	10.4	1.536
ישש	610	16	27.4	0.583
תשל	730	16	21.6	0.742
ללו	66	16	50.7	0.316
כיכ	50	16	8.4	1.908
לםו	76	16	25.0	0.641
עשת	770	16	11.3	1.422
ערכ	290	16	6.3	2.544
שכר	520	16	8.7	1.834
לךע	120	16	2.9	5.511
םאב	43	16	16.8	0.952
יהנ	65	16	31.2	0.512
בכם	62	16	5.4	2.987
רוכ	226	16	17.1	0.937
נוי	66	16	34.0	0.470
יבמ	52	16	26.7	0.599
לשב	332	16	19.7	0.813
רהב	207	16	29.8	0.537
החט	22	16	1.3	12.301
םמב	82	16	9.0	1.780
ראמ	241	16	25.4	0.630
והר	211	16	55.6	0.288
ףוא	87	16	2.5	6.528
סוא	67	16	6.6	2.406
דהע	79	16	7.9	2.016
אבו	9	16	48.3	0.331
דתם	444	16	4.8	3.333
ודו	16	16	23.5	0.682
פוא	87	16	12.7	1.258
רעי	280	16	23.0	0.695
מדו	50	16	11.1	1.439
ווש	312	16	52.0	0.308
הצא	96	16	8.0	2.010
ולת	436	16	42.2	0.379
לשו	336	16	36.7	0.436
כןו	76	16	4.0	3.985
במצ	132	16	2.5	6.437
דתה	409	16	12.7	1.262
לתם	470	16	14.7	1.090
מןו	96	16	6.7	2.376
הכב	27	16	14.2	1.131
קלה	135	16	10.1	1.577
ותם	446	16	20.8	0.769
אהה	11	16	76.0	0.210
זרו	213	16	4.4	3.657
תתו	806	16	35.2	0.454
פסח	148	16	0.2	64.166
בוכ	28	16	15.4	1.038
פרכ	300	16	2.4	6.636
הלר	235	16	39.2	0.408
שכי	330	16	15.2	1.055
לחט	47	16	1.0	16.013
אבד	7	16	11.2	1.435
וטמ	55	16	2.8	5.615
ולח	44	15	16.9	0.888
הבד	11	15	11.6	1.297
שחי	318	15	12.6	1.186
מיש	350	15	25.4	0.590
שעל	400	15	13.5	1.111
יםפ	130	15	5.2	2.906
םלע	140	15	9.2	1.632
יונ	66	15	34.0	0.441
ןבע	122	15	2.8	5.342
ובל	38	15	38.5	0.389
םהנ	95	15	10.5	1.428
שלי	340	15	37.9	0.396
םשמ	380	15	8.6	1.753
לעת	500	15	15.5	0.965
תאו	407	15	53.0	0.283
לךב	52	15	4.2	3.545
דיב	16	15	13.0	1.153
כרב	222	15	9.2	1.637
יפל	120	15	10.5	1.432
צעק	260	15	0.6	27.074
בדא	7	15	11.2	1.345
חרת	608	15	8.4	1.791
והס	71	15	6.9	2.175
עשנ	420	15	6.2	2.425
חלא	39	15	15.0	1.002
חםו	54	15	8.3	1.802
יפת	490	15	8.7	1.718
יספ	150	15	1.1	13.695
אשכ	321	15	13.0	1.154
בומ	48	15	25.8	0.580
תלך	450	15	4.6	3.233
םלח	78	15	5.9	2.553
קחה	113	15	3.4	4.433
היצ	105	15	9.3	1.614
שנו	356	15	16.8	0.893
תזר	607	15	2.6	5.828
ןבא	53	15	6.8	2.220
הגב	10	15	3.5	4.322
צאא	92	15	7.7	1.954
ומצ	136	15	4.6	3.237
משם	380	15	8.6	1.753
בכר	222	15	9.2	1.637
סינ	120	15	2.5	5.978
אכה	26	15	23.4	0.642
חלת	438	15	9.9	1.509
מלי	80	15	35.2	0.427
דמש	344	15	5.7	2.642
הםש	345	15	16.6	0.904
כיר	230	15	17.7	0.849
לאד	35	15	14.7	1.022
רהע	275	15	20.5	0.733
םשב	342	15	9.7	1.548
לחת	438	15	9.9	1.509
ירו	216	15	62.6	0.240
עלנ	150	15	8.5	1.755
םמא	81	15	14.8	1.011
הלש	335	15	33.7	0.445
המנ	95	15	14.3	1.048
ימנ	100	15	16.1	0.931
תמל	470	15	20.0	0.750
ולנ	86	15	23.2	0.646
ויי	26	15	108.7	0.138
בקה	107	15	7.7	1.945
שוו	312	15	52.0	0.289
אהש	306	15	42.3	0.355
מכם	100	15	4.7	3.171
יתנ	460	15	20.0	0.750
חהע	83	15	8.1	1.853
שוי	316	15	53.7	0.279
בדר	206	15	7.5	2.004
חוץ	104	15	0.8	18.497
כהא	26	15	23.4	0.642
וכא	27	15	25.4	0.589
צוא	97	15	8.7	1.731
תבל	432	15	22.7	0.662
זים	57	15	2.6	5.672
נכר	270	15	5.5	2.716
אונ	57	15	29.1	0.515
ועו	82	15	37.5	0.400
האפ	86	15	11.7	1.284
טאו	16	15	5.3	2.815
יטב	21	15	3.3	4.496
יןל	90	15	10.4	1.446
עםב	112	15	7.0	2.148
הןמ	95	15	6.2	2.425
הסו	71	15	6.9	2.175
זרק	307	15	0.7	22.287
דשל	334	15	8.5	1.773
נתו	456	15	19.4	0.775
סלת	490	15	3.1	4.814
לכפ	130	15	2.9	5.243
בבך	24	15	3.2	4.664
דשא	305	14	10.6	1.318
ןלמ	120	14	4.8	2.946
היע	85	14	35.6	0.394
רץב	292	14	1.1	12.738
ניג	63	14	2.4	5.946
מתא	441	14	25.1	0.558
וינ	66	14	34.0	0.412
יצו	106	14	10.1	1.384
דםל	74	14	5.8	2.431
בהע	77	14	18.5	0.759
תתן	850	14	4.9	2.845
פרת	680	14	5.0	2.787
נהכ	75	14	8.5	1.641
דםה	49	14	7.5	1.868
יןמ	100	14	7.0	2.011
חיא	19	14	21.9	0.638
לכן	100	14	2.8	4.941
אוו	13	14	90.1	0.155
לחנ	88	14	5.5	2.563
גםה	48	14	2.2	6.223
עמא	111	14	15.7	0.891
הוח	19	14	22.0	0.636
כינ	80	14	9.6	1.458
עצי	170	14	3.7	3.760
מבי	52	14	26.7	0.524
בהל	37	14	35.4	0.396
כןע	140	14	1.5	9.473
תךא	421	14	5.8	2.404
יםח	58	14	8.6	1.626
רהר	405	14	33.1	0.424
בתב	404	14	17.2	0.813
ונה	61	14	30.2	0.463
תער	670	14	13.1	1.069
פשו	386	14	7.3	1.909
םבע	112	14	7.0	2.004
דלה	39	14	15.2	0.920
תהצ	495	14	5.3	2.648
אבא	4	14	42.8	0.327
אבן	53	14	6.8	2.072
הלנ	85	14	21.3	0.657
שםב	342	14	9.7	1.445
בעש	372	14	10.3	1.365
תלו	436	14	42.2	0.331
רכך	240	14	1.9	7.459
פשא	381	14	6.5	2.155
םעד	114	14	3.0	4.661
אמצ	131	14	4.1	3.411
עלד	104	14	6.1	2.296
איכ	31	14	26.3	0.532
ישח	318	14	12.6	1.107
אהמ	46	14	39.2	0.357
עמל	140	14	12.5	1.119
שדי	314	14	12.4	1.130
שוה	311	14	47.7	0.293
יין	70	14	15.2	0.921
הבט	16	14	3.0	4.723
לזר	237	14	3.1	4.535
םלש	370	14	12.8	1.098
יבח	20	14	13.3	1.054
אכי	31	14	26.3	0.532
דהה	14	14	19.8	0.707
המו	51	14	44.3	0.316
מלכ	90	14	9.6	1.458
כתי	430	14	17.5	0.801
צהו	101	14	9.0	1.558
ואע	77	14	33.2	0.422
מרש	540	14	14.6	0.957
רהל	235	14	39.2	0.357
חקת	508	14	2.2	6.461
כסה	85	14	1.9	7.192
ההכ	30	14	24.2	0.578
גרה	208	14	3.8	3.638
מתך	460	14	3.1	4.496
םבב	44	14	10.2	1.376
ברב	204	14	17.4	0.804
נשב	352	14	9.0	1.554
הםי	55	14	33.6	0.417
רהנ	255	14	18.0	0.779
יעת	480	14	22.8	0.615
וככ	46	14	8.1	1.726
ברל	232	14	22.9	0.611
מחר	248	14	6.7	2.076
זקנ	157	14	0.4	38.263
